outer_step,task,lam,inner_lr,inner_steps,pre/loss_train,pre/loss_related,pre/kl_related,post/loss_train,post/loss_related,post/kl_related,base/loss_train,base/loss_related
40,spanish,0.5,0.0005,5,2.988640546798706,3.005998373031616,0.05125890672206879,3.410585641860962,2.924940586090088,0.05773962661623955,3.742701530456543,4.105877876281738
50,chocolate,0.5,0.0005,5,3.101252555847168,3.255342721939087,0.05513190105557442,3.0363879203796387,3.2081685066223145,0.06551355868577957,3.717437267303467,3.582737922668457
50,french,0.5,0.0005,5,2.720489263534546,2.924506187438965,0.08146203309297562,3.208200216293335,2.7274675369262695,0.09166507422924042,4.18150520324707,3.9597713947296143
50,german,0.5,0.0005,5,3.2469091415405273,3.0506386756896973,0.0654187723994255,3.341200113296509,3.121232509613037,0.09082429111003876,4.297738075256348,4.288200855255127
50,korean,0.5,0.0005,5,2.7721786499023438,2.764286756515503,0.06669920682907104,2.8593461513519287,2.5648250579833984,0.06582815200090408,3.4757795333862305,3.4782605171203613
50,mandarin,0.5,0.0005,5,3.0943586826324463,2.782893180847168,0.09204010665416718,3.0594727993011475,2.882321834564209,0.10251165926456451,3.5947265625,3.9090890884399414
50,spanish,0.5,0.0005,5,2.6977882385253906,2.7782723903656006,0.07849647849798203,2.860883951187134,2.606863021850586,0.10071271657943726,3.742701530456543,4.105877876281738
60,chocolate,0.5,0.0005,5,3.091444492340088,3.053273916244507,0.061939433217048645,3.200470209121704,2.9825267791748047,0.07889872044324875,3.717437267303467,3.582737922668457
60,french,0.5,0.0005,5,2.737865447998047,2.8509225845336914,0.12984496355056763,2.8446810245513916,2.587829113006592,0.13225801289081573,4.18150520324707,3.9597713947296143
60,german,0.5,0.0005,5,3.163980722427368,3.2921500205993652,0.12413019686937332,2.8741848468780518,3.0769035816192627,0.1324552297592163,4.297738075256348,4.288200855255127
60,korean,0.5,0.0005,5,2.5445096492767334,2.715132713317871,0.10368514806032181,2.647681474685669,2.646270275115967,0.09615230560302734,3.4757795333862305,3.4782605171203613
60,mandarin,0.5,0.0005,5,2.391615152359009,2.745326042175293,0.16136886179447174,2.7764909267425537,2.859192132949829,0.18369530141353607,3.5947265625,3.9090890884399414
60,spanish,0.5,0.0005,5,2.846456289291382,2.8830628395080566,0.14279578626155853,2.5099854469299316,2.429190158843994,0.1459762305021286,3.742701530456543,4.105877876281738
70,chocolate,0.5,0.0005,5,3.0074262619018555,2.790414810180664,0.07296110689640045,2.8723342418670654,2.859654426574707,0.08430743217468262,3.717437267303467,3.582737922668457
70,french,0.5,0.0005,5,2.8427164554595947,2.743436574935913,0.1740158200263977,2.8362789154052734,2.4905896186828613,0.18163704872131348,4.18150520324707,3.9597713947296143
70,german,0.5,0.0005,5,2.8230817317962646,2.957364559173584,0.16266900300979614,2.792085886001587,2.72780442237854,0.16704007983207703,4.297738075256348,4.288200855255127
70,korean,0.5,0.0005,5,2.6521077156066895,2.61612606048584,0.12838593125343323,2.6131205558776855,2.6680612564086914,0.1251128613948822,3.4757795333862305,3.4782605171203613
70,mandarin,0.5,0.0005,5,2.6200664043426514,2.7244205474853516,0.201946422457695,2.369184970855713,2.7490310668945312,0.1899726837873459,3.5947265625,3.9090890884399414
70,spanish,0.5,0.0005,5,2.5575268268585205,2.561872959136963,0.16789211332798004,2.357017755508423,2.607527017593384,0.1839122623205185,3.742701530456543,4.105877876281738
80,chocolate,0.5,0.0005,5,3.1546714305877686,2.889094591140747,0.07494629919528961,2.8438334465026855,2.698307514190674,0.08544296771287918,3.717437267303467,3.582737922668457
80,french,0.5,0.0005,5,2.4402096271514893,2.3737921714782715,0.16253337264060974,2.498274564743042,2.6066415309906006,0.19809205830097198,4.18150520324707,3.9597713947296143
80,german,0.5,0.0005,5,2.787820339202881,2.7913897037506104,0.2021888792514801,2.7842671871185303,2.654144048690796,0.2126869559288025,4.297738075256348,4.288200855255127
80,korean,0.5,0.0005,5,2.703274965286255,2.5634682178497314,0.13509602844715118,2.4745564460754395,2.5248312950134277,0.1427314430475235,3.4757795333862305,3.4782605171203613
80,mandarin,0.5,0.0005,5,2.535590171813965,2.7285420894622803,0.20763972401618958,2.7860028743743896,2.4589035511016846,0.21760191023349762,3.5947265625,3.9090890884399414
80,spanish,0.5,0.0005,5,2.48803448677063,2.3598785400390625,0.19377420842647552,2.2118685245513916,2.2862625122070312,0.21849672496318817,3.742701530456543,4.105877876281738
90,chocolate,0.5,0.0005,5,2.934791088104248,2.6711034774780273,0.0824328288435936,2.8607683181762695,2.8154168128967285,0.09640581160783768,3.717437267303467,3.582737922668457
90,french,0.5,0.0005,5,2.2366037368774414,2.2318408489227295,0.19732216000556946,2.1856796741485596,2.0926754474639893,0.22886642813682556,4.18150520324707,3.9597713947296143
90,german,0.5,0.0005,5,2.446434497833252,2.470116376876831,0.20818951725959778,2.612271547317505,2.236274003982544,0.24469111859798431,4.297738075256348,4.288200855255127
90,korean,0.5,0.0005,5,2.463726282119751,2.5015323162078857,0.15344811975955963,2.413308620452881,2.6360561847686768,0.1725318282842636,3.4757795333862305,3.4782605171203613
90,mandarin,0.5,0.0005,5,2.8293755054473877,2.6864874362945557,0.25109103322029114,2.5486693382263184,2.3855390548706055,0.2508716583251953,3.5947265625,3.9090890884399414
90,spanish,0.5,0.0005,5,2.2971765995025635,2.13649582862854,0.208458811044693,2.4863266944885254,2.171581745147705,0.220433309674263,3.742701530456543,4.105877876281738
100,chocolate,0.5,0.0005,5,2.7011754512786865,2.5621821880340576,0.09054594486951828,2.704633951187134,2.752392530441284,0.09909459948539734,3.717437267303467,3.582737922668457
100,french,0.5,0.0005,5,2.1789300441741943,2.367300033569336,0.23399686813354492,2.1671836376190186,1.9576122760772705,0.2809387147426605,4.18150520324707,3.9597713947296143
100,german,0.5,0.0005,5,2.4237186908721924,2.3487398624420166,0.20703254640102386,2.580829381942749,2.3851535320281982,0.2643214464187622,4.297738075256348,4.288200855255127
100,korean,0.5,0.0005,5,2.606337070465088,2.308706045150757,0.17033524811267853,2.29844069480896,2.3369758129119873,0.2013150453567505,3.4757795333862305,3.4782605171203613
100,mandarin,0.5,0.0005,5,2.612696409225464,2.3038978576660156,0.26972606778144836,2.474119186401367,2.5330796241760254,0.24127843976020813,3.5947265625,3.9090890884399414
100,spanish,0.5,0.0005,5,1.9744641780853271,2.0489578247070312,0.22621998190879822,2.138972282409668,2.239372730255127,0.27749118208885193,3.742701530456543,4.105877876281738
110,chocolate,0.5,0.0005,5,2.7384159564971924,2.5607354640960693,0.11611013114452362,2.886091947555542,2.5099353790283203,0.11703387647867203,3.717437267303467,3.582737922668457
110,french,0.5,0.0005,5,1.96835196018219,1.9647783041000366,0.2660786509513855,2.2780649662017822,2.107484817504883,0.3229544162750244,4.18150520324707,3.9597713947296143
110,german,0.5,0.0005,5,2.068148374557495,1.999481201171875,0.2778094708919525,2.213200569152832,2.1118178367614746,0.31476062536239624,4.297738075256348,4.288200855255127
110,korean,0.5,0.0005,5,2.32672119140625,2.330950975418091,0.20688726007938385,2.2367546558380127,2.2044825553894043,0.19715893268585205,3.4757795333862305,3.4782605171203613
110,mandarin,0.5,0.0005,5,2.450159788131714,2.4138026237487793,0.2693105936050415,2.2507271766662598,2.4910221099853516,0.26768457889556885,3.5947265625,3.9090890884399414
110,spanish,0.5,0.0005,5,2.0835044384002686,1.8772484064102173,0.2951413691043854,1.9481351375579834,1.8682693243026733,0.29928046464920044,3.742701530456543,4.105877876281738
120,chocolate,0.5,0.0005,5,2.721557855606079,2.7030892372131348,0.1278403401374817,2.6843159198760986,2.597670316696167,0.12816840410232544,3.717437267303467,3.582737922668457
120,french,0.5,0.0005,5,1.810752511024475,1.9517358541488647,0.2972095012664795,1.7978980541229248,1.8086259365081787,0.3411847651004791,4.18150520324707,3.9597713947296143
120,german,0.5,0.0005,5,2.1713123321533203,2.111551284790039,0.2992026209831238,2.3012051582336426,2.119812250137329,0.3501361012458801,4.297738075256348,4.288200855255127
120,korean,0.5,0.0005,5,2.575200319290161,2.156996250152588,0.2016754448413849,2.287930488586426,2.3065502643585205,0.2195066511631012,3.4757795333862305,3.4782605171203613
120,mandarin,0.5,0.0005,5,2.2056336402893066,2.326524019241333,0.30600059032440186,2.390349864959717,2.203984260559082,0.29821956157684326,3.5947265625,3.9090890884399414
120,spanish,0.5,0.0005,5,1.9664314985275269,1.9084129333496094,0.2912018597126007,1.9013147354125977,1.8171864748001099,0.34388497471809387,3.742701530456543,4.105877876281738
130,chocolate,0.5,0.0005,5,2.5392048358917236,2.3877265453338623,0.13233044743537903,2.458406686782837,2.588651418685913,0.14928685128688812,3.717437267303467,3.582737922668457
130,french,0.5,0.0005,5,1.8379484415054321,1.7892305850982666,0.3884715139865875,1.9324181079864502,1.80342435836792,0.3871113657951355,4.18150520324707,3.9597713947296143
130,german,0.5,0.0005,5,2.063507556915283,1.9758539199829102,0.36390581727027893,1.8539706468582153,1.8317137956619263,0.3676055371761322,4.297738075256348,4.288200855255127
130,korean,0.5,0.0005,5,2.3057281970977783,2.2374069690704346,0.24042271077632904,2.2300381660461426,2.2933666706085205,0.24046817421913147,3.4757795333862305,3.4782605171203613
130,mandarin,0.5,0.0005,5,2.237659215927124,2.1999778747558594,0.28330081701278687,2.3444366455078125,2.2565791606903076,0.3011980354785919,3.5947265625,3.9090890884399414
130,spanish,0.5,0.0005,5,1.6441724300384521,1.6781413555145264,0.3296487331390381,1.7581415176391602,1.8982651233673096,0.3996010422706604,3.742701530456543,4.105877876281738
140,chocolate,0.5,0.0005,5,2.6339077949523926,2.513923406600952,0.15891525149345398,2.5195472240448,2.574066400527954,0.18209131062030792,3.717437267303467,3.582737922668457
140,french,0.5,0.0005,5,1.6579277515411377,1.7379692792892456,0.437807559967041,1.5043413639068604,1.7305206060409546,0.40371882915496826,4.18150520324707,3.9597713947296143
140,german,0.5,0.0005,5,1.7470786571502686,2.0967116355895996,0.3675439655780792,1.8501993417739868,1.582433819770813,0.41375061869621277,4.297738075256348,4.288200855255127
140,korean,0.5,0.0005,5,2.3062245845794678,2.0001282691955566,0.23346097767353058,2.0063159465789795,2.232311725616455,0.24127066135406494,3.4757795333862305,3.4782605171203613
140,mandarin,0.5,0.0005,5,2.1298513412475586,2.2259926795959473,0.3207118511199951,2.2265098094940186,2.1458325386047363,0.3250713050365448,3.5947265625,3.9090890884399414
140,spanish,0.5,0.0005,5,1.765859842300415,1.6742476224899292,0.4443904757499695,1.4318255186080933,1.5128167867660522,0.4084382951259613,3.742701530456543,4.105877876281738
150,chocolate,0.5,0.0005,5,2.6966769695281982,2.5183427333831787,0.2061370313167572,2.4653148651123047,2.552380323410034,0.20720599591732025,3.717437267303467,3.582737922668457
150,french,0.5,0.0005,5,1.5708534717559814,1.471316933631897,0.4546412527561188,1.3378489017486572,1.5496745109558105,0.4728453755378723,4.18150520324707,3.9597713947296143
150,german,0.5,0.0005,5,1.6511257886886597,1.8313952684402466,0.3653232157230377,1.6271557807922363,1.5550135374069214,0.49558505415916443,4.297738075256348,4.288200855255127
150,korean,0.5,0.0005,5,2.085831642150879,2.314095973968506,0.24719339609146118,2.008340835571289,1.9050955772399902,0.267149418592453,3.4757795333862305,3.4782605171203613
150,mandarin,0.5,0.0005,5,2.305717706680298,2.073124647140503,0.3198566138744354,1.8878989219665527,1.983207106590271,0.3671805262565613,3.5947265625,3.9090890884399414
150,spanish,0.5,0.0005,5,1.4672892093658447,1.43324613571167,0.40520262718200684,1.3104287385940552,1.4071134328842163,0.4573366045951843,3.742701530456543,4.105877876281738
160,chocolate,0.5,0.0005,5,2.7681853771209717,2.604599952697754,0.2824583649635315,2.5312130451202393,2.5594770908355713,0.2605721056461334,3.717437267303467,3.582737922668457
160,french,0.5,0.0005,5,1.5151976346969604,1.4996654987335205,0.4489491581916809,1.4549057483673096,1.4548627138137817,0.5414673089981079,4.18150520324707,3.9597713947296143
160,german,0.5,0.0005,5,1.540608525276184,1.6176447868347168,0.48005232214927673,1.5877329111099243,1.3959360122680664,0.5061123967170715,4.297738075256348,4.288200855255127
160,korean,0.5,0.0005,5,2.22224760055542,1.9716949462890625,0.27672630548477173,1.9221628904342651,2.1723475456237793,0.32214099168777466,3.4757795333862305,3.4782605171203613
160,mandarin,0.5,0.0005,5,1.914971113204956,1.9043569564819336,0.3492398262023926,2.0709080696105957,1.8223471641540527,0.35688745975494385,3.5947265625,3.9090890884399414
160,spanish,0.5,0.0005,5,1.4529430866241455,1.3561480045318604,0.5227549076080322,1.261538028717041,1.4567217826843262,0.5051704049110413,3.742701530456543,4.105877876281738
170,chocolate,0.5,0.0005,5,2.648021936416626,2.764275312423706,0.37947970628738403,2.607156991958618,2.584883451461792,0.3185478746891022,3.717437267303467,3.582737922668457
170,french,0.5,0.0005,5,1.3311238288879395,1.368269443511963,0.6708968877792358,1.4078346490859985,1.3189446926116943,0.6253764629364014,4.18150520324707,3.9597713947296143
170,german,0.5,0.0005,5,1.5445154905319214,1.386811375617981,0.49807557463645935,1.448133111000061,1.703953742980957,0.636754035949707,4.297738075256348,4.288200855255127
170,korean,0.5,0.0005,5,1.9605982303619385,1.894483208656311,0.3027946352958679,1.912329912185669,1.8878129720687866,0.3088228702545166,3.4757795333862305,3.4782605171203613
170,mandarin,0.5,0.0005,5,2.084604501724243,1.8804043531417847,0.39562246203422546,1.8847362995147705,1.9395393133163452,0.39111950993537903,3.5947265625,3.9090890884399414
170,spanish,0.5,0.0005,5,1.3799924850463867,1.285508394241333,0.5287119746208191,1.180245041847229,1.114409327507019,0.5914825201034546,3.742701530456543,4.105877876281738
180,chocolate,0.5,0.0005,5,2.7216644287109375,2.7595646381378174,0.5066836476325989,2.657440423965454,2.523287534713745,0.34880584478378296,3.717437267303467,3.582737922668457
180,french,0.5,0.0005,5,1.2901803255081177,1.4604638814926147,0.5824028253555298,1.2797765731811523,1.2725855112075806,0.5696311593055725,4.18150520324707,3.9597713947296143
180,german,0.5,0.0005,5,1.3838717937469482,1.4173502922058105,0.584825336933136,1.4030638933181763,1.6041136980056763,0.6873642206192017,4.297738075256348,4.288200855255127
180,korean,0.5,0.0005,5,1.7619353532791138,1.9024173021316528,0.3173912763595581,1.8058059215545654,2.175351142883301,0.32450512051582336,3.4757795333862305,3.4782605171203613
180,mandarin,0.5,0.0005,5,2.0957388877868652,1.8455164432525635,0.3999856114387512,1.8087886571884155,1.9159108400344849,0.42164620757102966,3.5947265625,3.9090890884399414
180,spanish,0.5,0.0005,5,1.1188074350357056,1.2288755178451538,0.5326955914497375,1.257826805114746,1.2654565572738647,0.6579617857933044,3.742701530456543,4.105877876281738
190,chocolate,0.5,0.0005,5,2.7790729999542236,2.777587652206421,0.6695541739463806,2.65096378326416,2.5915749073028564,0.4369446933269501,3.717437267303467,3.582737922668457
190,french,0.5,0.0005,5,1.3615857362747192,1.3496066331863403,0.6217676997184753,1.1268565654754639,1.4049010276794434,0.6597474813461304,4.18150520324707,3.9597713947296143
190,german,0.5,0.0005,5,1.5056724548339844,1.4468377828598022,0.628531277179718,1.3822745084762573,1.401162028312683,0.6641616225242615,4.297738075256348,4.288200855255127
190,korean,0.5,0.0005,5,1.9229176044464111,1.738002896308899,0.36531245708465576,1.7981266975402832,1.8937692642211914,0.3285520374774933,3.4757795333862305,3.4782605171203613
190,mandarin,0.5,0.0005,5,1.8044496774673462,1.8322030305862427,0.42190608382225037,1.8336654901504517,1.8061678409576416,0.4493029713630676,3.5947265625,3.9090890884399414
190,spanish,0.5,0.0005,5,1.0506374835968018,1.2271757125854492,0.6402468681335449,0.8796064853668213,1.0320619344711304,0.6663457155227661,3.742701530456543,4.105877876281738
200,chocolate,0.5,0.0005,5,2.816967010498047,2.8259758949279785,0.7475810647010803,2.454554319381714,2.690978527069092,0.39451712369918823,3.717437267303467,3.582737922668457
200,french,0.5,0.0005,5,1.5264333486557007,1.3260070085525513,0.6801462769508362,1.3966176509857178,1.3925033807754517,0.6600015163421631,4.18150520324707,3.9597713947296143
200,german,0.5,0.0005,5,1.363588571548462,1.429240345954895,0.6931694746017456,1.1010597944259644,1.2987498044967651,0.7430749535560608,4.297738075256348,4.288200855255127
200,korean,0.5,0.0005,5,1.9233921766281128,1.6670897006988525,0.3430616855621338,1.9198256731033325,1.8380718231201172,0.33489757776260376,3.4757795333862305,3.4782605171203613
200,mandarin,0.5,0.0005,5,1.7982187271118164,1.8369176387786865,0.4173051118850708,1.7610365152359009,1.8928115367889404,0.42871320247650146,3.5947265625,3.9090890884399414
200,spanish,0.5,0.0005,5,1.1363953351974487,1.358824610710144,0.6214101910591125,1.0942637920379639,1.1043885946273804,0.7658162117004395,3.742701530456543,4.105877876281738
210,chocolate,0.5,0.0005,5,2.8063910007476807,2.8121793270111084,0.9165505766868591,2.556516647338867,2.5461478233337402,0.3963613510131836,3.717437267303467,3.582737922668457
210,french,0.5,0.0005,5,1.4483715295791626,1.5443850755691528,0.6258097290992737,1.433350682258606,1.2167959213256836,0.7709502577781677,4.18150520324707,3.9597713947296143
210,german,0.5,0.0005,5,1.255399465560913,1.4359546899795532,0.6460773348808289,1.119416356086731,1.0185182094573975,0.8575565814971924,4.297738075256348,4.288200855255127
210,korean,0.5,0.0005,5,1.9762697219848633,1.7474133968353271,0.36723431944847107,1.9897050857543945,1.7657710313796997,0.37519368529319763,3.4757795333862305,3.4782605171203613
210,mandarin,0.5,0.0005,5,1.8426120281219482,1.8511978387832642,0.39074841141700745,1.9259542226791382,2.0971603393554688,0.4524994194507599,3.5947265625,3.9090890884399414
210,spanish,0.5,0.0005,5,1.3033641576766968,1.1347261667251587,0.6602022051811218,1.0156431198120117,1.0978072881698608,0.6352010369300842,3.742701530456543,4.105877876281738
220,chocolate,0.5,0.0005,5,2.767709970474243,2.830512762069702,0.9341838955879211,2.6222476959228516,2.4068233966827393,0.44677114486694336,3.717437267303467,3.582737922668457
220,french,0.5,0.0005,5,1.3124587535858154,1.6258370876312256,0.6750209331512451,1.2005064487457275,1.1266992092132568,0.6834173798561096,4.18150520324707,3.9597713947296143
220,german,0.5,0.0005,5,1.3022596836090088,1.3691262006759644,0.6759986281394958,1.0559349060058594,1.2236099243164062,0.8661057949066162,4.297738075256348,4.288200855255127
220,korean,0.5,0.0005,5,1.702024221420288,1.6749085187911987,0.36200717091560364,1.6869113445281982,1.7749758958816528,0.365153431892395,3.4757795333862305,3.4782605171203613
220,mandarin,0.5,0.0005,5,1.8191308975219727,2.007101058959961,0.4223228394985199,1.7625292539596558,1.9069616794586182,0.4408062696456909,3.5947265625,3.9090890884399414
220,spanish,0.5,0.0005,5,1.2070109844207764,1.1808634996414185,0.5861266255378723,0.9047195911407471,1.0587607622146606,0.7788862586021423,3.742701530456543,4.105877876281738
230,chocolate,0.5,0.0005,5,3.060290813446045,2.847388982772827,1.086432933807373,2.657371759414673,2.6234843730926514,0.4426950216293335,3.717437267303467,3.582737922668457
230,french,0.5,0.0005,5,1.382148027420044,1.3771491050720215,0.7045499682426453,1.2640783786773682,1.3285353183746338,0.6621301174163818,4.18150520324707,3.9597713947296143
230,german,0.5,0.0005,5,1.4850549697875977,1.2467410564422607,0.6765812039375305,1.0315519571304321,1.3361097574234009,0.8097429275512695,4.297738075256348,4.288200855255127
230,korean,0.5,0.0005,5,1.8406068086624146,1.7543458938598633,0.4006805419921875,1.522074580192566,1.7204374074935913,0.4047035872936249,3.4757795333862305,3.4782605171203613
230,mandarin,0.5,0.0005,5,1.7209253311157227,1.8425962924957275,0.44160857796669006,1.761508822441101,1.7667415142059326,0.5115349888801575,3.5947265625,3.9090890884399414
230,spanish,0.5,0.0005,5,0.9846614599227905,1.1360448598861694,0.704024076461792,1.0827022790908813,0.8667609691619873,0.8904470205307007,3.742701530456543,4.105877876281738
240,chocolate,0.5,0.0005,5,2.900974750518799,3.069945812225342,1.215901494026184,2.552969455718994,2.5549938678741455,0.4378426671028137,3.717437267303467,3.582737922668457
240,french,0.5,0.0005,5,1.2928657531738281,1.2410808801651,0.7998751401901245,1.3178850412368774,1.390852689743042,0.7090057134628296,4.18150520324707,3.9597713947296143
240,german,0.5,0.0005,5,1.260475516319275,1.4323121309280396,0.860075831413269,1.0312860012054443,1.210767149925232,0.8194773197174072,4.297738075256348,4.288200855255127
240,korean,0.5,0.0005,5,1.8158421516418457,1.904287338256836,0.38818299770355225,1.5928575992584229,1.7356302738189697,0.4328444004058838,3.4757795333862305,3.4782605171203613
240,mandarin,0.5,0.0005,5,1.8659515380859375,1.8458828926086426,0.45260757207870483,1.6780729293823242,1.649707317352295,0.47854694724082947,3.5947265625,3.9090890884399414
240,spanish,0.5,0.0005,5,0.9834399819374084,1.0841569900512695,0.6785115599632263,0.85848468542099,0.9371418356895447,0.7922219634056091,3.742701530456543,4.105877876281738
250,chocolate,0.5,0.0005,5,2.881106376647949,2.9195423126220703,1.019745111465454,2.457171678543091,2.525522232055664,0.45919477939605713,3.717437267303467,3.582737922668457
250,french,0.5,0.0005,5,1.3118637800216675,1.4691842794418335,0.6745181083679199,1.5421762466430664,1.237207293510437,0.7961398959159851,4.18150520324707,3.9597713947296143
250,german,0.5,0.0005,5,1.0594100952148438,1.2598639726638794,0.794297993183136,1.1077553033828735,1.0747089385986328,0.8897478580474854,4.297738075256348,4.288200855255127
250,korean,0.5,0.0005,5,1.8564379215240479,1.644111156463623,0.3845350444316864,1.8152650594711304,1.4809939861297607,0.432608038187027,3.4757795333862305,3.4782605171203613
250,mandarin,0.5,0.0005,5,1.8000359535217285,1.8033182621002197,0.4714335501194,1.5512924194335938,1.6621183156967163,0.5039622783660889,3.5947265625,3.9090890884399414
250,spanish,0.5,0.0005,5,1.129465103149414,1.2050694227218628,0.7450709939002991,1.0319795608520508,0.9513720870018005,0.8533126711845398,3.742701530456543,4.105877876281738
260,chocolate,0.5,0.0005,5,2.9332315921783447,2.872791051864624,0.9933949708938599,2.674124002456665,2.5289342403411865,0.4809741973876953,3.717437267303467,3.582737922668457
260,french,0.5,0.0005,5,1.3789392709732056,1.5133975744247437,0.8018797039985657,1.3234931230545044,1.5073363780975342,0.7131407260894775,4.18150520324707,3.9597713947296143
260,german,0.5,0.0005,5,1.2737188339233398,1.2513967752456665,0.7435253262519836,1.059948444366455,1.067395567893982,0.980985701084137,4.297738075256348,4.288200855255127
260,korean,0.5,0.0005,5,1.737657904624939,1.577641487121582,0.37278884649276733,1.7932802438735962,1.6220628023147583,0.41567036509513855,3.4757795333862305,3.4782605171203613
260,mandarin,0.5,0.0005,5,2.0001344680786133,1.625821590423584,0.4390439987182617,1.6447441577911377,1.6293690204620361,0.5182140469551086,3.5947265625,3.9090890884399414
